0	0	2.14513e-17	0.0119682	-0.145624	0.235134
50	0.05	7.45927e-17	0.487336	-7.1216	13.2651
100	0.1	1.15071e-16	0.518806	-6.5633	16.3412
150	0.15	1.39587e-16	0.594238	-6.34793	17.1998
200	0.2	1.27683e-16	0.648045	-6.49018	16.1079
250	0.25	1.20409e-16	0.621297	-6.66279	15.2377
300	0.3	1.4572e-16	0.594796	-6.72732	14.9907
350	0.35	1.4433e-16	0.599727	-6.70073	15.1252
400	0.4	1.36967e-16	0.597475	-6.71162	15.0747
450	0.45	1.52798e-16	0.594903	-6.69197	15.2126
500	0.5	1.65588e-16	0.605614	-6.69293	15.1586
550	0.55	1.37178e-16	0.605359	-6.73041	14.9409
600	0.6	1.17819e-16	0.585716	-6.73202	15.0171
650	0.65	1.12092e-16	0.590138	-6.66626	15.3858
700	0.7	1.2291e-16	0.599276	-6.62551	15.5917
750	0.75	1.01131e-16	0.616911	-6.69091	15.1133
800	0.8	1.2135e-16	0.586963	-6.70865	15.1593
850	0.85	1.5042e-16	0.597498	-6.67012	15.3292
900	0.9	1.18633e-16	0.60711	-6.68233	15.2063
950	0.95	9.25071e-17	0.602158	-6.72268	15.011
1000	1	1.12942e-16	0.593137	-6.7068	15.1541
1050	1.05	1.16539e-16	0.599073	-6.70489	15.1333
1100	1.1	9.84337e-17	0.589946	-6.67269	15.3603
1150	1.15	1.40715e-16	0.599561	-6.66179	15.3696
1200	1.2	1.5378e-16	0.601283	-6.66648	15.3392
1250	1.25	1.45448e-16	0.604007	-6.68187	15.2319
1300	1.3	1.8905e-16	0.599646	-6.70177	15.1429
1350	1.35	1.64988e-16	0.602337	-6.71079	15.0794
1400	1.4	1.4101e-16	0.595621	-6.70758	15.1247
1450	1.45	1.48495e-16	0.596433	-6.70643	15.1291
1500	1.5	1.32859e-16	0.594623	-6.67491	15.3247
1550	1.55	1.84672e-16	0.593202	-6.66366	15.4001
1600	1.6	1.18152e-16	0.611296	-6.6602	15.3362
1650	1.65	1.284e-16	0.59897	-6.71061	15.0895
1700	1.7	1.65964e-16	0.600566	-6.71354	15.0622
1750	1.75	1.49187e-16	0.591752	-6.69805	15.1986
1800	1.8	1.14628e-16	0.596009	-6.68498	15.2584
1850	1.85	9.74579e-17	0.599145	-6.66666	15.3557
1900	1.9	1.62475e-16	0.600095	-6.67286	15.3144
1950	1.95	1.68143e-16	0.601201	-6.67555	15.2951
2000	2	1.22601e-16	0.605338	-6.71303	15.0489
2050	2.05	1.32254e-16	0.601717	-6.72647	14.9915
2100	2.1	1.089e-16	0.595088	-6.72146	15.046
2150	2.15	1.13029e-16	0.586279	-6.69433	15.2528
2200	2.2	1.75921e-16	0.586527	-6.6271	15.6403
2250	2.25	1.55715e-16	0.613602	-6.62292	15.5294
2300	2.3	1.70114e-16	0.611116	-6.69589	15.1213
2350	2.35	2.54423e-16	0.599802	-6.73894	14.9291
2400	2.4	2.53652e-16	0.588214	-6.71082	15.1474
2450	2.45	2.28736e-16	0.596842	-6.67041	15.3459
2500	2.5	2.32071e-16	0.609257	-6.70546	15.0723
2550	2.55	2.25684e-16	0.593999	-6.71384	15.0955
2600	2.6	2.23138e-16	0.596246	-6.69197	15.2158
2650	2.65	2.07093e-16	0.594023	-6.67758	15.3113
2700	2.7	2.37103e-16	0.595757	-6.65749	15.4273
2750	2.75	2.46969e-16	0.604391	-6.6625	15.3467
2800	2.8	2.53334e-16	0.602446	-6.6767	15.277
2850	2.85	2.35097e-16	0.60346	-6.71459	15.0493
2900	2.9	2.25462e-16	0.596604	-6.69714	15.1903
2950	2.95	2.23174e-16	0.599732	-6.71073	15.0944
3000	3	2.35271e-16	0.597337	-6.70406	15.1473
3050	3.05	2.1877e-16	0.592515	-6.69354	15.2259
3100	3.1	1.86619e-16	0.601476	-6.67313	15.3024
3150	3.15	2.0674e-16	0.592798	-6.67905	15.3136
3200	3.2	2.03226e-16	0.602121	-6.65853	15.3779
3250	3.25	2.10347e-16	0.603575	-6.67738	15.2697
3300	3.3	1.95917e-16	0.60594	-6.72717	14.9646
3350	3.35	2.29736e-16	0.593902	-6.71777	15.0839
3400	3.4	2.06529e-16	0.599155	-6.7207	15.0315
3450	3.45	2.28877e-16	0.58671	-6.67445	15.372
3500	3.5	1.94817e-16	0.599057	-6.66828	15.3489
3550	3.55	1.89153e-16	0.606836	-6.6642	15.3291
3600	3.6	1.67083e-16	0.600404	-6.69931	15.1562
3650	3.65	1.96913e-16	0.599205	-6.70322	15.1361
3700	3.7	2.0314e-16	0.591779	-6.68206	15.298
3750	3.75	1.92969e-16	0.613056	-6.6973	15.1072
3800	3.8	1.69175e-16	0.593561	-6.73502	14.9818
3850	3.85	1.71918e-16	0.590116	-6.69582	15.2243
3900	3.9	1.79157e-16	0.598083	-6.65906	15.4048
3950	3.95	1.67345e-16	0.599542	-6.66485	15.3655
4000	4	1.44902e-16	0.612239	-6.70871	15.0472
4050	4.05	1.61152e-16	0.586424	-6.71045	15.1677
4100	4.1	1.50663e-16	0.597029	-6.66825	15.3543
4150	4.15	1.23622e-16	0.600977	-6.6678	15.3404
4200	4.2	1.22888e-16	0.605819	-6.6932	15.1718
4250	4.25	1.32497e-16	0.599828	-6.71694	15.0649
4300	4.3	1.46671e-16	0.593295	-6.71181	15.1251
4350	4.35	1.56996e-16	0.596744	-6.68045	15.293
4400	4.4	1.29414e-16	0.597201	-6.67511	15.3232
4450	4.45	1.39995e-16	0.602082	-6.68146	15.2489
4500	4.5	1.35267e-16	0.601543	-6.68828	15.2196
4550	4.55	1.77379e-16	0.600339	-6.71226	15.0829
4600	4.6	1.97714e-16	0.59788	-6.69506	15.1974
4650	4.65	2.1377e-16	0.594845	-6.7029	15.1619
