0	0	8.32439e-17	0.0479251	-0.117963	0.0610272	0.99996
50	0.05	1.43815e-16	2.03851	-5.41979	7.51041	0.918994
100	0.1	1.69593e-16	2.1592	-3.61506	16.9422	0.812363
150	0.15	2.17275e-16	2.33836	-2.95941	19.6308	0.754442
200	0.2	1.53079e-16	2.40898	-2.90807	19.5901	0.719249
250	0.25	2.45884e-16	2.41821	-2.92532	19.4258	0.712531
300	0.3	2.34474e-16	2.45206	-3.12411	18.1887	0.726558
350	0.35	1.99601e-16	2.42962	-3.32014	17.1859	0.752052
400	0.4	1.4147e-16	2.43815	-3.53041	15.9973	0.778436
450	0.45	1.14253e-16	2.40695	-3.63591	15.5865	0.801354
500	0.5	1.39713e-16	2.4042	-3.69024	15.2663	0.818421
550	0.55	1.55579e-16	2.3881	-3.67014	15.4453	0.827165
600	0.6	1.14652e-16	2.40178	-3.66609	15.4296	0.833715
650	0.65	1.12376e-16	2.39301	-3.6683	15.4589	0.832248
700	0.7	1.93762e-16	2.40622	-3.67986	15.3581	0.836972
750	0.75	1.71002e-16	2.39893	-3.72179	15.1881	0.844195
800	0.8	1.52022e-16	2.40369	-3.69478	15.2872	0.852693
850	0.85	1.95992e-16	2.41032	-3.78475	14.7445	0.856285
900	0.9	8.8034e-17	2.38097	-3.77103	14.9596	0.848677
950	0.95	1.28366e-16	2.40013	-3.72202	15.1532	0.839162
1000	1	1.26521e-16	2.41205	-3.78314	14.7389	0.839616
1050	1.05	9.36858e-17	2.375	-3.75574	15.0691	0.840746
1100	1.1	1.00361e-16	2.40271	-3.72192	15.1493	0.841037
1150	1.15	1.06079e-16	2.3878	-3.7147	15.2447	0.847857
1200	1.2	9.91433e-17	2.4146	-3.70049	15.2018	0.859478
1250	1.25	1.17875e-16	2.40167	-3.80773	14.6757	0.858011
1300	1.3	1.34374e-16	2.37658	-3.71512	15.2725	0.861451
1350	1.35	1.41174e-16	2.406	-3.71144	15.1195	0.860468
1400	1.4	1.53282e-16	2.39508	-3.7179	15.1842	0.864223
1450	1.45	9.45452e-17	2.40604	-3.74635	15.0041	0.866362
1500	1.5	7.76168e-17	2.38256	-3.77912	14.9288	0.861146
1550	1.55	1.18451e-16	2.40752	-3.72226	15.109	0.856612
1600	1.6	5.98423e-17	2.38971	-3.74575	15.0672	0.850708
1650	1.65	8.37979e-17	2.41481	-3.73952	14.9926	0.852641
1700	1.7	6.43981e-17	2.39132	-3.78028	14.876	0.851111
1750	1.75	1.14107e-16	2.39212	-3.74677	15.0375	0.855598
1800	1.8	7.7002e-17	2.3903	-3.75117	15.0445	0.857925
1850	1.85	6.99072e-17	2.40122	-3.71157	15.2155	0.859835
1900	1.9	7.03372e-17	2.39895	-3.75063	15.0083	0.857519
1950	1.95	8.86819e-17	2.38443	-3.69746	15.362	0.854907
2000	2	1.31307e-16	2.39814	-3.68807	15.3315	0.85684
2050	2.05	1.13654e-16	2.39214	-3.65341	15.5654	0.856037
2100	2.1	1.2824e-16	2.42598	-3.71512	15.0376	0.849322
2150	2.15	1.17343e-16	2.38379	-3.79686	14.8148	0.843937
2200	2.2	1.28183e-16	2.39396	-3.72863	15.1645	0.843172
2250	2.25	1.24865e-16	2.39022	-3.68416	15.3949	0.837891
2300	2.3	8.95234e-17	2.40658	-3.68735	15.2989	0.842179
2350	2.35	7.2744e-17	2.39661	-3.71443	15.1908	0.843813
2400	2.4	6.4007e-17	2.41016	-3.76111	14.8939	0.853135
2450	2.45	4.51652e-17	2.38176	-3.7432	15.1228	0.857323
2500	2.5	7.3241e-17	2.40029	-3.72059	15.1412	0.855455
2550	2.55	7.6011e-17	2.41176	-3.74281	14.9631	0.850357
2600	2.6	1.88751e-16	2.38379	-3.76742	15.0011	0.850501
2650	2.65	5.71642e-17	2.38209	-3.73067	15.2196	0.85118
2700	2.7	1.46459e-16	2.41586	-3.67213	15.3242	0.845657
2750	2.75	1.60662e-16	2.40857	-3.77096	14.8071	0.853461
2800	2.8	1.85807e-16	2.37737	-3.77909	14.9534	0.860534
2850	2.85	1.85257e-16	2.41126	-3.74213	14.9892	0.864969
2900	2.9	1.75285e-16	2.39219	-3.75236	15.0207	0.865097
2950	2.95	1.98524e-16	2.40987	-3.79756	14.676	0.856145
3000	3	2.03996e-16	2.37157	-3.76794	15.0048	0.849914
3050	3.05	1.69799e-16	2.41587	-3.72843	15.0466	0.846221
3100	3.1	1.99217e-16	2.39602	-3.76254	14.9466	0.841234
3150	3.15	1.92108e-16	2.38289	-3.74797	15.1047	0.831928
3200	3.2	1.54789e-16	2.38889	-3.67952	15.4276	0.832582
3250	3.25	2.26296e-16	2.41382	-3.70082	15.204	0.844292
3300	3.3	2.23085e-16	2.40156	-3.74336	15.0366	0.858389
3350	3.35	2.35755e-16	2.38407	-3.75932	15.0283	0.866991
3400	3.4	2.21076e-16	2.40976	-3.71157	15.1495	0.866735
3450	3.45	2.62608e-16	2.40012	-3.77211	14.87	0.856081
3500	3.5	3.19095e-16	2.38948	-3.76156	14.973	0.849163
3550	3.55	2.74464e-16	2.40564	-3.74928	14.9354	0.855111
3600	3.6	2.78866e-16	2.3888	-3.75189	15.0186	0.859096
3650	3.65	3.25411e-16	2.40065	-3.75379	14.9601	0.856416
3700	3.7	2.58867e-16	2.41068	-3.73746	14.9723	0.851602
3750	3.75	2.00254e-16	2.38739	-3.81884	14.6785	0.839767
3800	3.8	2.27318e-16	2.38438	-3.73519	15.1553	0.838823
3850	3.85	2.75183e-16	2.40033	-3.69794	15.2759	0.840125
3900	3.9	2.26762e-16	2.37615	-3.71081	15.3166	0.828879
3950	3.95	2.95595e-16	2.41177	-3.6452	15.4976	0.828869
4000	4	3.11309e-16	2.38356	-3.70346	15.3159	0.823484
4050	4.05	3.01417e-16	2.41409	-3.66177	15.3943	0.827458
4100	4.1	3.33027e-16	2.42198	-3.70692	15.1055	0.829239
4150	4.15	3.35115e-16	2.38808	-3.82174	14.6682	0.830279
4200	4.2	3.81019e-16	2.38021	-3.75112	15.0891	0.835844
4250	4.25	4.02344e-16	2.40092	-3.69787	15.2562	0.838346
4300	4.3	3.90118e-16	2.39551	-3.69706	15.2582	0.844783
4350	4.35	4.16041e-16	2.42401	-3.76105	14.8039	0.845597
4400	4.4	4.1908e-16	2.38016	-3.80762	14.7582	0.839759
4450	4.45	4.34964e-16	2.39442	-3.74744	15.0406	0.833547
4500	4.5	4.03974e-16	2.3771	-3.6919	15.4294	0.82715
4550	4.55	3.94587e-16	2.40956	-3.67691	15.3092	0.83049
4600	4.6	4.013e-16	2.40575	-3.72192	15.1218	0.829805
4650	4.65	4.22656e-16	2.39583	-3.72709	15.1414	0.838539
4700	4.7	3.64604e-16	2.39533	-3.74774	15.0064	0.8451
4750	4.75	4.05784e-16	2.38628	-3.70663	15.315	0.85091
4800	4.8	4.70733e-16	2.41201	-3.70458	15.2041	0.855128
4850	4.85	4.84278e-16	2.39505	-3.7261	15.1618	0.855523
