0	0	6.10016e-17	0.0329618	-0.0752915	-0.0953911
50	0.05	9.74382e-17	1.64145	-3.75957	-4.56474
100	0.1	9.98699e-17	1.5356	-3.57908	-2.7925
150	0.15	1.07148e-16	1.59868	-3.05727	-0.18778
200	0.2	1.1645e-16	1.64894	-2.9779	0.417696
250	0.25	1.58923e-16	1.65371	-2.98362	0.530446
300	0.3	1.97899e-16	1.64338	-2.99081	0.598906
350	0.35	2.33558e-16	1.64839	-2.97912	0.639707
400	0.4	3.20265e-16	1.64676	-2.97244	0.675665
450	0.45	2.85782e-16	1.64826	-2.97327	0.69946
500	0.5	2.13896e-16	1.64299	-2.96913	0.743072
550	0.55	2.50788e-16	1.65545	-2.96582	0.694557
600	0.6	2.43538e-16	1.6448	-2.98384	0.642117
650	0.65	2.56855e-16	1.64488	-2.95163	0.72687
700	0.7	2.24464e-16	1.65005	-2.96497	0.636302
750	0.75	1.93016e-16	1.65112	-2.96895	0.583494
800	0.8	1.85542e-16	1.64812	-2.98029	0.513348
850	0.85	1.75547e-16	1.65055	-2.98935	0.452838
900	0.9	1.54208e-16	1.6448	-2.97787	0.526062
950	0.95	1.5909e-16	1.63612	-2.9483	0.690995
1000	1	1.44504e-16	1.655	-2.92304	0.765228
1050	1.05	1.75736e-16	1.6487	-2.94802	0.707688
1100	1.1	1.87552e-16	1.64935	-2.96265	0.658997
1150	1.15	2.34395e-16	1.65164	-2.97213	0.649628
1200	1.2	2.24291e-16	1.64363	-2.9661	0.727738
1250	1.25	1.90717e-16	1.65013	-2.95664	0.754797
1300	1.3	3.23163e-16	1.6463	-2.96931	0.755345
1350	1.35	3.11309e-16	1.64026	-2.93607	0.924449
1400	1.4	2.85312e-16	1.65818	-2.93217	0.864105
1450	1.45	2.47279e-16	1.65007	-2.9732	0.701112
1500	1.5	2.43381e-16	1.65345	-2.98787	0.575548
1550	1.55	2.16383e-16	1.64267	-2.98959	0.550015
1600	1.6	2.52179e-16	1.64795	-2.9685	0.582823
1650	1.65	2.45766e-16	1.65294	-2.98076	0.475795
1700	1.7	1.76128e-16	1.64483	-2.99337	0.420062
1750	1.75	1.85723e-16	1.65077	-2.98779	0.409593
1800	1.8	1.98119e-16	1.63687	-2.98206	0.512653
1850	1.85	2.03565e-16	1.65074	-2.93993	0.652216
1900	1.9	2.67104e-16	1.64076	-2.95246	0.64937
1950	1.95	2.54488e-16	1.65051	-2.92523	0.706552
2000	2	2.32403e-16	1.65277	-2.91775	0.711137
2050	2.05	1.35639e-16	1.65183	-2.96923	0.532023
2100	2.1	1.75019e-16	1.64259	-2.96058	0.587969
2150	2.15	1.38835e-16	1.6513	-2.9479	0.597745
2200	2.2	1.05112e-16	1.64775	-2.95892	0.580176
2250	2.25	1.16458e-16	1.65389	-2.96739	0.540688
2300	2.3	1.56929e-16	1.64548	-2.99351	0.462445
2350	2.35	1.0311e-16	1.64445	-2.96444	0.588293
2400	2.4	1.57898e-16	1.64901	-2.95589	0.65016
2450	2.45	1.70024e-16	1.64354	-2.95058	0.718844
2500	2.5	1.45543e-16	1.65687	-2.95392	0.653857
2550	2.55	1.7169e-16	1.64456	-2.97324	0.592974
2600	2.6	1.58691e-16	1.63877	-2.95481	0.673642
2650	2.65	1.9846e-16	1.64618	-2.9074	0.834438
2700	2.7	2.04669e-16	1.65923	-2.93449	0.710863
2750	2.75	2.21359e-16	1.64902	-2.96833	0.611754
2800	2.8	1.92829e-16	1.64605	-2.96555	0.629522
2850	2.85	2.03378e-16	1.64819	-2.95498	0.651842
2900	2.9	2.33317e-16	1.64577	-2.96383	0.611835
2950	2.95	2.30476e-16	1.64559	-2.9455	0.677054
3000	3	2.72895e-16	1.63476	-2.90592	0.851112
3050	3.05	2.64416e-16	1.66076	-2.88893	0.778427
3100	3.1	2.55668e-16	1.64586	-2.95869	0.523383
3150	3.15	2.58392e-16	1.65262	-2.92768	0.601879
3200	3.2	2.60177e-16	1.66056	-2.95902	0.467462
3250	3.25	2.28174e-16	1.64482	-2.99728	0.421711
3300	3.3	3.0603e-16	1.64409	-2.98913	0.51959
3350	3.35	2.88523e-16	1.64408	-2.95019	0.684497
3400	3.4	3.20482e-16	1.64896	-2.96281	0.644024
3450	3.45	3.47831e-16	1.64749	-2.96273	0.669929
3500	3.5	3.51653e-16	1.64478	-2.93232	0.818528
3550	3.55	3.18454e-16	1.65182	-2.94428	0.799577
3600	3.6	3.07677e-16	1.6397	-2.92975	0.89733
3650	3.65	3.4163e-16	1.65944	-2.94251	0.767155
3700	3.7	3.42913e-16	1.63967	-2.96155	0.743758
3750	3.75	3.11066e-16	1.6532	-2.9301	0.794279
3800	3.8	2.96829e-16	1.65758	-2.99122	0.537464
3850	3.85	2.9423e-16	1.64554	-2.99368	0.552829
3900	3.9	3.20482e-16	1.63804	-2.97007	0.690261
3950	3.95	2.80402e-16	1.65116	-2.95302	0.729067
4000	4	2.48665e-16	1.64392	-2.92336	0.845024
4050	4.05	2.6541e-16	1.66072	-2.96016	0.640587
4100	4.1	3.13231e-16	1.64507	-2.98394	0.572723
4150	4.15	3.01328e-16	1.64909	-2.98108	0.570512
4200	4.2	2.71622e-16	1.64742	-2.99325	0.565437
4250	4.25	2.59992e-16	1.64649	-2.97579	0.659709
4300	4.3	3.22504e-16	1.64013	-2.9503	0.761078
4350	4.35	2.77993e-16	1.65187	-2.94826	0.694605
4400	4.4	2.89296e-16	1.64812	-2.934	0.71149
4450	4.45	3.4468e-16	1.65943	-2.98556	0.463816
4500	4.5	2.80296e-16	1.6396	-2.99446	0.497341
4550	4.55	3.10927e-16	1.6436	-2.9648	0.622533
4600	4.6	3.49086e-16	1.64805	-2.92996	0.761482
4650	4.65	3.20878e-16	1.6539	-2.9609	0.642538
4700	4.7	3.62119e-16	1.64248	-2.95453	0.688996
4750	4.75	3.38192e-16	1.652	-2.95495	0.653601
4800	4.8	3.60371e-16	1.6445	-2.95547	0.669432
4850	4.85	4.37372e-16	1.65007	-2.95385	0.634113
4900	4.9	3.6594e-16	1.65367	-2.96647	0.584009
4950	4.95	3.29345e-16	1.64197	-2.97292	0.626861
5000	5	3.86827e-16	1.65495	-2.94472	0.682993
5050	5.05	4.14993e-16	1.68323	-2.94673	0.583813
5100	5.1	4.2396e-16	1.63555	-2.94635	0.739365
5150	5.15	4.13182e-16	1.66323	-2.9465	0.647641
5200	5.2	3.81546e-16	1.71121	-2.94663	0.502712
5250	5.25	3.74717e-16	1.67411	-2.94669	0.643887
5300	5.3	3.9104e-16	1.65745	-2.94664	0.696817
5350	5.35	3.34352e-16	1.675	-2.94652	0.654623
5400	5.4	3.83046e-16	1.65528	-2.9466	0.726468
5450	5.45	3.85635e-16	1.64494	-2.94679	0.725
5500	5.5	3.86814e-16	1.6762	-2.94663	0.551726
5550	5.55	4.05587e-16	1.67162	-2.94669	0.5327
5600	5.6	4.1461e-16	1.62164	-2.94697	0.700543
5650	5.65	4.85163e-16	1.65229	-2.94735	0.604979
5700	5.7	4.69541e-16	1.68523	-2.94744	0.486116
5750	5.75	4.66181e-16	1.65012	-2.94736	0.587714
5800	5.8	4.91456e-16	1.63116	-2.94737	0.671678
5850	5.85	4.87925e-16	1.64946	-2.94749	0.628958
5900	5.9	4.8998e-16	1.69431	-2.94771	0.493316
5950	5.95	5.0816e-16	1.70194	-2.94753	0.459434
6000	6	4.70994e-16	1.70057	-2.94701	0.474553
6050	6.05	5.04502e-16	1.63778	-2.94697	0.724026
6100	6.1	4.54529e-16	1.6454	-2.9475	0.760376
6150	6.15	4.18074e-16	1.64172	-2.94737	0.781665
6200	6.2	4.44496e-16	1.65191	-2.94729	0.730416
6250	6.25	4.27629e-16	1.64796	-2.94716	0.735123
6300	6.3	4.44863e-16	1.69	-2.94713	0.593722
6350	6.35	4.90304e-16	1.65804	-2.94695	0.682702
6400	6.4	5.12134e-16	1.66042	-2.94711	0.650399
6450	6.45	5.48996e-16	1.68966	-2.94718	0.524527
6500	6.5	5.65326e-16	1.68399	-2.94684	0.518021
6550	6.55	5.73154e-16	1.64637	-2.94728	0.642228
6600	6.6	5.41638e-16	1.63158	-2.94738	0.694511
6650	6.65	5.23289e-16	1.67416	-2.9473	0.529132
6700	6.7	5.16492e-16	1.70372	-2.94724	0.393301
6750	6.75	5.16634e-16	1.68824	-2.94734	0.439105
6800	6.8	5.0304e-16	1.64039	-2.9474	0.626354
6850	6.85	5.04629e-16	1.68324	-2.94763	0.524183
6900	6.9	4.84596e-16	1.66165	-2.94777	0.59028
6950	6.95	5.10238e-16	1.66073	-2.94799	0.573496
7000	7	4.61635e-16	1.67842	-2.94759	0.513393
7050	7.05	4.88503e-16	1.64628	-2.94756	0.626436
7100	7.1	4.88467e-16	1.66384	-2.94772	0.582564
7150	7.15	4.63447e-16	1.66987	-2.94769	0.588633
7200	7.2	4.89427e-16	1.66342	-2.94729	0.615959
7250	7.25	4.3156e-16	1.7007	-2.94719	0.487172
7300	7.3	4.52338e-16	1.68924	-2.9473	0.54121
7350	7.35	4.45536e-16	1.6962	-2.94741	0.555823
7400	7.4	4.5329e-16	1.64452	-2.9476	0.726064
7450	7.45	4.61587e-16	1.64573	-2.94762	0.722092
7500	7.5	3.91981e-16	1.64818	-2.94775	0.691914
7550	7.55	4.03899e-16	1.65747	-2.94805	0.640234
7600	7.6	3.92108e-16	1.6541	-2.94801	0.651749
7650	7.65	4.20801e-16	1.65619	-2.94856	0.675509
7700	7.7	4.22223e-16	1.58244	-2.94855	0.930552
7750	7.75	3.77634e-16	1.63859	-2.94844	0.73001
7800	7.8	4.23121e-16	1.62988	-2.94848	0.718715
7850	7.85	3.89262e-16	1.64948	-2.9481	0.658248
7900	7.9	4.47387e-16	1.61937	-2.94812	0.748647
